instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
record_3296,summer,2011yr,may,hour_5,no_holiday,weekday_0,not_workday,Clear,0.5,0.4848,1,0.1045,1,5,6
record_3297,summer,2011yr,may,hour_6,no_holiday,weekday_0,not_workday,Clear,0.52,0.5,0.94,0.1045,5,13,18
record_3298,summer,2011yr,may,hour_7,no_holiday,weekday_0,not_workday,Clear,0.54,0.5152,0.88,0.1045,13,27,40
record_3299,summer,2011yr,may,hour_8,no_holiday,weekday_0,not_workday,Clear,0.6,0.5909,0.73,0.0896,29,65,94
record_3300,summer,2011yr,may,hour_9,no_holiday,weekday_0,not_workday,Clear,0.62,0.6061,0.69,0.1045,59,130,189
record_3301,summer,2011yr,may,hour_10,no_holiday,weekday_0,not_workday,Clear,0.64,0.6061,0.65,0.1343,135,170,305
record_3302,summer,2011yr,may,hour_11,no_holiday,weekday_0,not_workday,Clear,0.7,0.6515,0.54,0.194,164,209,373
record_3303,summer,2011yr,may,hour_12,no_holiday,weekday_0,not_workday,Mist,0.72,0.6667,0.51,0.194,146,255,401
record_3304,summer,2011yr,may,hour_13,no_holiday,weekday_0,not_workday,Mist,0.66,0.6212,0.54,0.2239,180,275,455
record_3305,summer,2011yr,may,hour_14,no_holiday,weekday_0,not_workday,Light Snow-Light Rain,0.62,0.6061,0.69,0.194,125,191,316
record_3306,summer,2011yr,may,hour_15,no_holiday,weekday_0,not_workday,Mist,0.66,0.6212,0.61,0.1642,110,221,331
record_3307,summer,2011yr,may,hour_16,no_holiday,weekday_0,not_workday,Clear,0.68,0.6364,0.61,0.1343,72,201,273
record_3308,summer,2011yr,may,hour_17,no_holiday,weekday_0,not_workday,Clear,0.7,0.6515,0.58,0.2537,93,213,306
record_3309,summer,2011yr,may,hour_18,no_holiday,weekday_0,not_workday,Clear,0.66,0.6212,0.61,0.2239,120,238,358
record_3310,summer,2011yr,may,hour_19,no_holiday,weekday_0,not_workday,Clear,0.66,0.6212,0.61,0.194,107,193,300
record_3311,summer,2011yr,may,hour_20,no_holiday,weekday_0,not_workday,Clear,0.64,0.6061,0.65,0.1642,57,174,231
record_3312,summer,2011yr,may,hour_21,no_holiday,weekday_0,not_workday,Clear,0.62,0.5909,0.73,0.194,27,109,136
record_3313,summer,2011yr,may,hour_22,no_holiday,weekday_0,not_workday,Clear,0.6,0.5606,0.83,0.1343,35,86,121
record_3314,summer,2011yr,may,hour_23,no_holiday,weekday_0,not_workday,Mist,0.58,0.5455,0.83,0.1343,19,46,65
record_3315,summer,2011yr,may,hour_0,no_holiday,weekday_1,workday,Mist,0.56,0.5303,0.88,0.1343,23,18,41
record_3316,summer,2011yr,may,hour_1,no_holiday,weekday_1,workday,Clear,0.56,0.5303,0.88,0.1045,4,5,9
record_3317,summer,2011yr,may,hour_2,no_holiday,weekday_1,workday,Light Snow-Light Rain,0.56,0.5303,0.88,0.1642,2,3,5
record_3318,summer,2011yr,may,hour_3,no_holiday,weekday_1,workday,Light Snow-Light Rain,0.54,0.5152,0.94,0.1642,0,4,4
record_3319,summer,2011yr,may,hour_4,no_holiday,weekday_1,workday,Mist,0.54,0.5152,0.94,0,2,2,4
record_3320,summer,2011yr,may,hour_5,no_holiday,weekday_1,workday,Mist,0.54,0.5152,0.94,0,0,11,11
record_3321,summer,2011yr,may,hour_6,no_holiday,weekday_1,workday,Mist,0.54,0.5152,1,0,4,92,96
record_3322,summer,2011yr,may,hour_7,no_holiday,weekday_1,workday,Mist,0.56,0.5303,0.94,0.1045,13,223,236
record_3323,summer,2011yr,may,hour_8,no_holiday,weekday_1,workday,Clear,0.6,0.5455,0.88,0.194,50,359,409
record_3324,summer,2011yr,may,hour_9,no_holiday,weekday_1,workday,Clear,0.6,0.5455,0.88,0.2239,36,131,167
record_3325,summer,2011yr,may,hour_10,no_holiday,weekday_1,workday,Clear,0.66,0.6212,0.74,0.2985,49,72,121
record_3326,summer,2011yr,may,hour_11,no_holiday,weekday_1,workday,Clear,0.68,0.6364,0.69,0.3881,73,107,180
record_3327,summer,2011yr,may,hour_12,no_holiday,weekday_1,workday,Clear,0.68,0.6364,0.69,0.3881,65,139,204
record_3328,summer,2011yr,may,hour_13,no_holiday,weekday_1,workday,Mist,0.74,0.6818,0.58,0.4179,49,155,204
record_3329,summer,2011yr,may,hour_14,no_holiday,weekday_1,workday,Mist,0.72,0.6818,0.62,0.5224,57,130,187
record_3330,summer,2011yr,may,hour_15,no_holiday,weekday_1,workday,Mist,0.72,0.6818,0.62,0.4478,57,119,176
record_3331,summer,2011yr,may,hour_16,no_holiday,weekday_1,workday,Mist,0.72,0.6818,0.62,0.2985,56,223,279
record_3332,summer,2011yr,may,hour_17,no_holiday,weekday_1,workday,Light Snow-Light Rain,0.72,0.6818,0.7,0.3881,56,373,429
record_3333,summer,2011yr,may,hour_18,no_holiday,weekday_1,workday,Clear,0.7,0.6667,0.74,0.2836,68,385,453
record_3334,summer,2011yr,may,hour_19,no_holiday,weekday_1,workday,Clear,0.7,0.6667,0.74,0.2239,56,302,358
record_3335,summer,2011yr,may,hour_20,no_holiday,weekday_1,workday,Clear,0.64,0.5758,0.83,0.2239,39,271,310
record_3336,summer,2011yr,may,hour_21,no_holiday,weekday_1,workday,Clear,0.64,0.5758,0.89,0.2239,33,155,188
record_3337,summer,2011yr,may,hour_22,no_holiday,weekday_1,workday,Clear,0.62,0.5455,0.94,0.2239,25,106,131
record_3338,summer,2011yr,may,hour_23,no_holiday,weekday_1,workday,Mist,0.62,0.5606,0.88,0.194,19,53,72
record_3339,summer,2011yr,may,hour_0,no_holiday,weekday_2,workday,Mist,0.6,0.5152,0.94,0.194,12,23,35
record_3340,summer,2011yr,may,hour_1,no_holiday,weekday_2,workday,Mist,0.6,0.5152,0.94,0.1642,6,9,15
record_3341,summer,2011yr,may,hour_2,no_holiday,weekday_2,workday,Mist,0.6,0.5152,0.94,0.194,2,8,10
record_3342,summer,2011yr,may,hour_3,no_holiday,weekday_2,workday,Mist,0.58,0.5455,0.94,0.1045,0,2,2
record_3343,summer,2011yr,may,hour_4,no_holiday,weekday_2,workday,Clear,0.6,0.5455,0.88,0.1045,1,3,4
record_3344,summer,2011yr,may,hour_5,no_holiday,weekday_2,workday,Mist,0.58,0.5455,0.94,0.2537,2,22,24
record_3345,summer,2011yr,may,hour_6,no_holiday,weekday_2,workday,Mist,0.58,0.5455,0.94,0.194,10,102,112
record_3346,summer,2011yr,may,hour_7,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.64,0.5909,0.78,0.194,26,288,314
record_3347,summer,2011yr,may,hour_8,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.62,0.5758,0.83,0.2239,31,403,434
record_3348,summer,2011yr,may,hour_9,no_holiday,weekday_2,workday,Mist,0.64,0.6061,0.73,0.194,27,111,138
record_3349,summer,2011yr,may,hour_10,no_holiday,weekday_2,workday,Clear,0.7,0.6515,0.61,0.3284,18,90,108
record_3350,summer,2011yr,may,hour_11,no_holiday,weekday_2,workday,Clear,0.74,0.6667,0.51,0.2239,33,142,175
record_3351,summer,2011yr,may,hour_12,no_holiday,weekday_2,workday,Clear,0.76,0.6818,0.45,0.3881,41,129,170
record_3352,summer,2011yr,may,hour_13,no_holiday,weekday_2,workday,Clear,0.78,0.697,0.46,0.2537,38,152,190
record_3353,summer,2011yr,may,hour_14,no_holiday,weekday_2,workday,Clear,0.78,0.697,0.46,0.2836,27,126,153
record_3354,summer,2011yr,may,hour_15,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.74,0.6818,0.55,0.4179,59,129,188
record_3355,summer,2011yr,may,hour_16,no_holiday,weekday_2,workday,Clear,0.66,0.6212,0.69,0.194,52,225,277
record_3356,summer,2011yr,may,hour_17,no_holiday,weekday_2,workday,Clear,0.7,0.6515,0.61,0.1045,56,492,548
record_3357,summer,2011yr,may,hour_18,no_holiday,weekday_2,workday,Clear,0.7,0.6515,0.7,0.194,74,490,564
record_3358,summer,2011yr,may,hour_19,no_holiday,weekday_2,workday,Clear,0.66,0.6212,0.74,0.194,45,310,355
record_3359,summer,2011yr,may,hour_20,no_holiday,weekday_2,workday,Clear,0.66,0.6212,0.74,0.0896,39,241,280
record_3360,summer,2011yr,may,hour_21,no_holiday,weekday_2,workday,Clear,0.64,0.5909,0.78,0.0896,21,168,189
record_3361,summer,2011yr,may,hour_22,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.62,0.5606,0.88,0.2239,26,115,141
record_3362,summer,2011yr,may,hour_23,no_holiday,weekday_2,workday,Light Snow-Light Rain,0.66,0.6212,0.74,0.1642,13,53,66
record_3363,summer,2011yr,may,hour_0,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.6,0.5606,0.83,0.2239,3,32,35
record_3364,summer,2011yr,may,hour_1,no_holiday,weekday_3,workday,Light Snow-Light Rain,0.58,0.5455,0.83,0.194,6,2,8
record_3365,summer,2011yr,may,hour_2,no_holiday,weekday_3,workday,Mist,0.56,0.5303,0.94,0,0,8,8
record_3366,summer,2011yr,may,hour_3,no_holiday,weekday_3,workday,Clear,0.54,0.5152,1,0.1343,0,9,9
record_3367,summer,2011yr,may,hour_4,no_holiday,weekday_3,workday,Clear,0.54,0.5152,1,0.1045,0,3,3
record_3368,summer,2011yr,may,hour_5,no_holiday,weekday_3,workday,Clear,0.56,0.5303,0.88,0.0896,2,23,25
record_3369,summer,2011yr,may,hour_6,no_holiday,weekday_3,workday,Clear,0.56,0.5303,0.94,0.0896,4,113,117
record_3370,summer,2011yr,may,hour_7,no_holiday,weekday_3,workday,Clear,0.62,0.5909,0.73,0.1343,29,284,313
record_3371,summer,2011yr,may,hour_8,no_holiday,weekday_3,workday,Clear,0.64,0.6061,0.69,0.2239,36,495,531
record_3372,summer,2011yr,may,hour_9,no_holiday,weekday_3,workday,Clear,0.68,0.6364,0.65,0.0896,27,207,234
record_3373,summer,2011yr,may,hour_10,no_holiday,weekday_3,workday,Clear,0.7,0.6515,0.61,0.0896,30,105,135
record_3374,summer,2011yr,may,hour_11,no_holiday,weekday_3,workday,Clear,0.74,0.6667,0.51,0.0896,36,104,140
record_3375,summer,2011yr,may,hour_12,no_holiday,weekday_3,workday,Clear,0.74,0.6818,0.55,0.1343,32,178,210
record_3376,summer,2011yr,may,hour_13,no_holiday,weekday_3,workday,Clear,0.74,0.6818,0.55,0.1343,39,163,202
record_3377,summer,2011yr,may,hour_14,no_holiday,weekday_3,workday,Clear,0.74,0.6818,0.55,0.1642,47,121,168
record_3378,summer,2011yr,may,hour_15,no_holiday,weekday_3,workday,Clear,0.76,0.697,0.52,0.2537,37,145,182
record_3379,summer,2011yr,may,hour_16,no_holiday,weekday_3,workday,Clear,0.74,0.6667,0.51,0.2836,61,238,299
record_3380,summer,2011yr,may,hour_17,no_holiday,weekday_3,workday,Clear,0.74,0.6667,0.51,0.2239,77,524,601
record_3381,summer,2011yr,may,hour_18,no_holiday,weekday_3,workday,Clear,0.72,0.6667,0.58,0.2239,66,451,517
record_3382,summer,2011yr,may,hour_19,no_holiday,weekday_3,workday,Clear,0.7,0.6515,0.61,0.1343,73,332,405
record_3383,summer,2011yr,may,hour_20,no_holiday,weekday_3,workday,Clear,0.7,0.6515,0.61,0.1642,56,284,340
record_3384,summer,2011yr,may,hour_21,no_holiday,weekday_3,workday,Clear,0.66,0.6212,0.69,0.1343,33,203,236
record_3385,summer,2011yr,may,hour_22,no_holiday,weekday_3,workday,Clear,0.66,0.6212,0.69,0.2537,34,140,174
record_3386,summer,2011yr,may,hour_23,no_holiday,weekday_3,workday,Clear,0.64,0.6061,0.73,0.1343,12,74,86
record_3387,summer,2011yr,may,hour_0,no_holiday,weekday_4,workday,Clear,0.64,0.6061,0.73,0.1343,11,34,45
record_3388,summer,2011yr,may,hour_1,no_holiday,weekday_4,workday,Clear,0.64,0.6061,0.73,0.1343,3,13,16
record_3389,summer,2011yr,may,hour_2,no_holiday,weekday_4,workday,Clear,0.62,0.5758,0.83,0.1045,7,7,14
record_3390,summer,2011yr,may,hour_3,no_holiday,weekday_4,workday,Clear,0.6,0.5455,0.88,0.0896,0,4,4
record_3391,summer,2011yr,may,hour_4,no_holiday,weekday_4,workday,Clear,0.6,0.5455,0.88,0,0,2,2
record_3392,summer,2011yr,may,hour_5,no_holiday,weekday_4,workday,Mist,0.6,0.5455,0.88,0.0896,2,25,27
record_3393,summer,2011yr,may,hour_6,no_holiday,weekday_4,workday,Mist,0.6,0.5,1,0.0896,4,94,98
record_3394,summer,2011yr,may,hour_7,no_holiday,weekday_4,workday,Mist,0.62,0.5455,0.94,0.2537,16,270,286
record_3395,summer,2011yr,may,hour_8,no_holiday,weekday_4,workday,Mist,0.66,0.6061,0.83,0.1642,31,458,489
record_3396,summer,2011yr,may,hour_9,no_holiday,weekday_4,workday,Clear,0.72,0.6818,0.7,0.1642,22,194,216
record_3397,summer,2011yr,may,hour_10,no_holiday,weekday_4,workday,Clear,0.7,0.6667,0.74,0.2836,49,94,143
record_3398,summer,2011yr,may,hour_11,no_holiday,weekday_4,workday,Clear,0.74,0.697,0.66,0.2239,36,124,160
record_3399,summer,2011yr,may,hour_12,no_holiday,weekday_4,workday,Clear,0.78,0.7424,0.59,0.3284,53,141,194
record_3400,summer,2011yr,may,hour_13,no_holiday,weekday_4,workday,Clear,0.82,0.7727,0.52,0.2836,52,145,197
record_3401,summer,2011yr,may,hour_14,no_holiday,weekday_4,workday,Clear,0.82,0.7727,0.52,0.2836,44,145,189
record_3402,summer,2011yr,may,hour_15,no_holiday,weekday_4,workday,Mist,0.82,0.7576,0.46,0.2836,40,101,141
record_3403,summer,2011yr,may,hour_16,no_holiday,weekday_4,workday,Mist,0.8,0.7424,0.49,0.3582,58,233,291
record_3404,summer,2011yr,may,hour_17,no_holiday,weekday_4,workday,Clear,0.8,0.7273,0.46,0.2836,49,445,494
record_3405,summer,2011yr,may,hour_18,no_holiday,weekday_4,workday,Clear,0.8,0.7273,0.46,0.3284,74,404,478
record_3406,summer,2011yr,may,hour_19,no_holiday,weekday_4,workday,Clear,0.78,0.697,0.46,0.3284,67,311,378
record_3407,summer,2011yr,may,hour_20,no_holiday,weekday_4,workday,Clear,0.72,0.6667,0.58,0.1642,55,267,322
record_3408,summer,2011yr,may,hour_21,no_holiday,weekday_4,workday,Clear,0.72,0.6818,0.62,0.0896,45,178,223
record_3409,summer,2011yr,may,hour_22,no_holiday,weekday_4,workday,Clear,0.7,0.6515,0.65,0.1343,23,157,180
record_3410,summer,2011yr,may,hour_23,no_holiday,weekday_4,workday,Clear,0.7,0.6515,0.65,0.194,17,73,90
record_3411,summer,2011yr,may,hour_0,no_holiday,weekday_5,workday,Clear,0.68,0.6364,0.69,0.2537,14,55,69
record_3412,summer,2011yr,may,hour_1,no_holiday,weekday_5,workday,Clear,0.7,0.6515,0.58,0.2985,14,36,50
record_3413,summer,2011yr,may,hour_2,no_holiday,weekday_5,workday,Clear,0.68,0.6364,0.61,0.2239,6,12,18
record_3414,summer,2011yr,may,hour_3,no_holiday,weekday_5,workday,Clear,0.66,0.6212,0.65,0.0896,1,11,12
record_3415,summer,2011yr,may,hour_4,no_holiday,weekday_5,workday,Clear,0.64,0.6061,0.69,0.1343,2,5,7
record_3416,summer,2011yr,may,hour_5,no_holiday,weekday_5,workday,Clear,0.64,0.6061,0.65,0.2836,2,29,31
record_3417,summer,2011yr,may,hour_6,no_holiday,weekday_5,workday,Clear,0.64,0.6061,0.69,0.0896,8,73,81
record_3418,summer,2011yr,may,hour_7,no_holiday,weekday_5,workday,Clear,0.64,0.6061,0.73,0.1642,20,229,249
record_3419,summer,2011yr,may,hour_8,no_holiday,weekday_5,workday,Clear,0.66,0.6212,0.74,0.2836,25,393,418
record_3420,summer,2011yr,may,hour_9,no_holiday,weekday_5,workday,Clear,0.7,0.6515,0.65,0.2836,37,190,227
record_3421,summer,2011yr,may,hour_10,no_holiday,weekday_5,workday,Clear,0.72,0.6667,0.54,0.3881,42,111,153
record_3422,summer,2011yr,may,hour_11,no_holiday,weekday_5,workday,Mist,0.74,0.6818,0.55,0.3284,40,126,166
record_3423,summer,2011yr,may,hour_12,no_holiday,weekday_5,workday,Mist,0.76,0.697,0.55,0.2985,53,190,243
record_3424,summer,2011yr,may,hour_13,no_holiday,weekday_5,workday,Clear,0.74,0.6818,0.58,0.194,51,158,209
record_3425,summer,2011yr,may,hour_14,no_holiday,weekday_5,workday,Clear,0.76,0.697,0.55,0.2537,51,188,239
record_3426,summer,2011yr,may,hour_15,no_holiday,weekday_5,workday,Clear,0.78,0.7121,0.49,0.2836,98,258,356
record_3427,summer,2011yr,may,hour_16,no_holiday,weekday_5,workday,Mist,0.76,0.697,0.55,0.3881,63,356,419
record_3428,summer,2011yr,may,hour_17,no_holiday,weekday_5,workday,Clear,0.74,0.6818,0.58,0.3881,77,414,491
record_3429,summer,2011yr,may,hour_18,no_holiday,weekday_5,workday,Mist,0.72,0.6818,0.62,0.2985,89,310,399
record_3430,summer,2011yr,may,hour_19,no_holiday,weekday_5,workday,Light Snow-Light Rain,0.6,0.5758,0.78,0.2537,69,210,279
record_3431,summer,2011yr,may,hour_20,no_holiday,weekday_5,workday,Mist,0.62,0.5909,0.73,0.2239,24,120,144
record_3432,summer,2011yr,may,hour_21,no_holiday,weekday_5,workday,Clear,0.6,0.5606,0.83,0.1045,37,114,151
record_3433,summer,2011yr,may,hour_22,no_holiday,weekday_5,workday,Clear,0.6,0.5758,0.78,0.1343,25,116,141
record_3434,summer,2011yr,may,hour_23,no_holiday,weekday_5,workday,Clear,0.58,0.5455,0.88,0.1343,23,104,127
record_3435,summer,2011yr,may,hour_0,no_holiday,weekday_6,not_workday,Clear,0.58,0.5455,0.88,0.1343,15,79,94
record_3436,summer,2011yr,may,hour_1,no_holiday,weekday_6,not_workday,Clear,0.58,0.5455,0.88,0.194,8,47,55
record_3437,summer,2011yr,may,hour_2,no_holiday,weekday_6,not_workday,Clear,0.56,0.5303,0.94,0.194,13,35,48
record_3438,summer,2011yr,may,hour_3,no_holiday,weekday_6,not_workday,Clear,0.56,0.5303,0.88,0.2239,2,13,15
record_3439,summer,2011yr,may,hour_4,no_holiday,weekday_6,not_workday,Clear,0.56,0.5303,0.88,0.2537,0,4,4
record_3440,summer,2011yr,may,hour_5,no_holiday,weekday_6,not_workday,Clear,0.56,0.5303,0.88,0.2239,4,3,7
record_3441,summer,2011yr,may,hour_6,no_holiday,weekday_6,not_workday,Clear,0.58,0.5455,0.83,0.2537,3,16,19
record_3442,summer,2011yr,may,hour_7,no_holiday,weekday_6,not_workday,Clear,0.6,0.5606,0.83,0.2537,17,33,50
record_3443,summer,2011yr,may,hour_8,no_holiday,weekday_6,not_workday,Clear,0.62,0.5909,0.78,0.194,27,75,102
record_3444,summer,2011yr,may,hour_9,no_holiday,weekday_6,not_workday,Clear,0.64,0.6061,0.73,0.2537,61,116,177
record_3445,summer,2011yr,may,hour_10,no_holiday,weekday_6,not_workday,Clear,0.7,0.6515,0.65,0.2239,110,166,276
record_3446,summer,2011yr,may,hour_11,no_holiday,weekday_6,not_workday,Clear,0.7,0.6515,0.65,0.2239,171,178,349
record_3447,summer,2011yr,may,hour_12,no_holiday,weekday_6,not_workday,Clear,0.72,0.6667,0.58,0.2537,145,213,358
record_3448,summer,2011yr,may,hour_13,no_holiday,weekday_6,not_workday,Clear,0.72,0.6818,0.62,0.2239,168,217,385
record_3449,summer,2011yr,may,hour_14,no_holiday,weekday_6,not_workday,Clear,0.74,0.6818,0.58,0.2239,172,210,382
record_3450,summer,2011yr,may,hour_15,no_holiday,weekday_6,not_workday,Clear,0.74,0.6818,0.55,0.2239,187,187,374
record_3451,summer,2011yr,may,hour_16,no_holiday,weekday_6,not_workday,Clear,0.76,0.697,0.55,0.2836,201,201,402
record_3452,summer,2011yr,may,hour_17,no_holiday,weekday_6,not_workday,Clear,0.74,0.6818,0.55,0.2985,180,161,341
record_3453,summer,2011yr,may,hour_18,no_holiday,weekday_6,not_workday,Clear,0.72,0.6818,0.62,0.2537,173,212,385
record_3454,summer,2011yr,may,hour_19,no_holiday,weekday_6,not_workday,Clear,0.7,0.6515,0.65,0.194,99,153,252
record_3455,summer,2011yr,may,hour_20,no_holiday,weekday_6,not_workday,Clear,0.7,0.6515,0.65,0.2239,68,128,196
record_3456,summer,2011yr,may,hour_21,no_holiday,weekday_6,not_workday,Clear,0.66,0.6212,0.74,0.2985,87,114,201
record_3457,summer,2011yr,may,hour_22,no_holiday,weekday_6,not_workday,Clear,0.66,0.6061,0.78,0.2239,46,115,161
record_3458,summer,2011yr,may,hour_23,no_holiday,weekday_6,not_workday,Clear,0.64,0.5758,0.83,0.194,44,81,125
record_3459,summer,2011yr,may,hour_0,no_holiday,weekday_0,not_workday,Clear,0.64,0.5758,0.83,0.2239,32,51,83
record_3460,summer,2011yr,may,hour_1,no_holiday,weekday_0,not_workday,Clear,0.62,0.5606,0.88,0.1642,17,49,66
record_3461,summer,2011yr,may,hour_2,no_holiday,weekday_0,not_workday,Clear,0.62,0.5606,0.88,0.1045,12,49,61
record_3462,summer,2011yr,may,hour_3,no_holiday,weekday_0,not_workday,Clear,0.62,0.5606,0.88,0.1045,2,24,26
record_3463,summer,2011yr,may,hour_4,no_holiday,weekday_0,not_workday,Clear,0.6,0.5455,0.88,0.0896,13,10,23
record_3464,summer,2011yr,may,hour_5,no_holiday,weekday_0,not_workday,Clear,0.6,0.5152,0.94,0.1642,3,3,6
record_3465,summer,2011yr,may,hour_6,no_holiday,weekday_0,not_workday,Mist,0.62,0.5606,0.88,0.194,5,10,15
record_3466,summer,2011yr,may,hour_7,no_holiday,weekday_0,not_workday,Mist,0.62,0.5606,0.88,0.2537,13,17,30
record_3467,summer,2011yr,may,hour_8,no_holiday,weekday_0,not_workday,Mist,0.62,0.5606,0.88,0.2239,34,62,96
record_3468,summer,2011yr,may,hour_9,no_holiday,weekday_0,not_workday,Mist,0.62,0.5455,0.94,0.2537,74,78,152
record_3469,summer,2011yr,may,hour_10,no_holiday,weekday_0,not_workday,Mist,0.66,0.6061,0.83,0.2239,130,121,251
record_3470,summer,2011yr,may,hour_11,no_holiday,weekday_0,not_workday,Mist,0.66,0.6061,0.83,0.2836,139,180,319
record_3471,summer,2011yr,may,hour_12,no_holiday,weekday_0,not_workday,Mist,0.7,0.6667,0.74,0.2239,216,186,402
record_3472,summer,2011yr,may,hour_13,no_holiday,weekday_0,not_workday,Clear,0.72,0.6818,0.7,0.2836,237,181,418
record_3473,summer,2011yr,may,hour_14,no_holiday,weekday_0,not_workday,Clear,0.74,0.697,0.7,0.2836,183,168,351
record_3474,summer,2011yr,may,hour_15,no_holiday,weekday_0,not_workday,Clear,0.74,0.697,0.7,0.2985,221,155,376
record_3475,summer,2011yr,may,hour_16,no_holiday,weekday_0,not_workday,Clear,0.74,0.697,0.7,0.2836,194,167,361
record_3476,summer,2011yr,may,hour_17,no_holiday,weekday_0,not_workday,Clear,0.74,0.697,0.7,0.2836,214,169,383
record_3477,summer,2011yr,may,hour_18,no_holiday,weekday_0,not_workday,Clear,0.72,0.697,0.74,0.2836,151,177,328
record_3478,summer,2011yr,may,hour_19,no_holiday,weekday_0,not_workday,Clear,0.72,0.697,0.74,0.2537,141,146,287
record_3479,summer,2011yr,may,hour_20,no_holiday,weekday_0,not_workday,Clear,0.7,0.6667,0.79,0.194,91,128,219
record_3480,summer,2011yr,may,hour_21,no_holiday,weekday_0,not_workday,Clear,0.68,0.6364,0.83,0.1642,107,122,229
record_3481,summer,2011yr,may,hour_22,no_holiday,weekday_0,not_workday,Clear,0.66,0.5909,0.89,0.1343,78,93,171
record_3482,summer,2011yr,may,hour_23,no_holiday,weekday_0,not_workday,Clear,0.66,0.5909,0.89,0.1642,48,87,135
record_3483,summer,2011yr,may,hour_0,holiday,weekday_1,not_workday,Clear,0.64,0.5606,0.94,0.194,38,65,103
record_3484,summer,2011yr,may,hour_1,holiday,weekday_1,not_workday,Clear,0.64,0.5606,0.94,0.1343,26,53,79
record_3485,summer,2011yr,may,hour_2,holiday,weekday_1,not_workday,Clear,0.64,0.5606,0.94,0.194,17,28,45
record_3486,summer,2011yr,may,hour_3,holiday,weekday_1,not_workday,Clear,0.64,0.5606,0.94,0.194,10,8,18
record_3487,summer,2011yr,may,hour_4,holiday,weekday_1,not_workday,Clear,0.62,0.5455,0.94,0.1642,2,4,6
record_3488,summer,2011yr,may,hour_5,holiday,weekday_1,not_workday,Mist,0.62,0.5455,0.94,0.1045,1,6,7
record_3489,summer,2011yr,may,hour_6,holiday,weekday_1,not_workday,Mist,0.64,0.5606,0.94,0.0896,6,10,16
record_3490,summer,2011yr,may,hour_7,holiday,weekday_1,not_workday,Mist,0.64,0.5606,0.94,0,12,19,31
record_3491,summer,2011yr,may,hour_8,holiday,weekday_1,not_workday,Mist,0.66,0.5909,0.89,0.1045,36,58,94
record_3492,summer,2011yr,may,hour_9,holiday,weekday_1,not_workday,Clear,0.72,0.697,0.74,0.0896,47,81,128
record_3493,summer,2011yr,may,hour_10,holiday,weekday_1,not_workday,Clear,0.8,0.7576,0.55,0.2537,116,153,269
record_3494,summer,2011yr,may,hour_11,holiday,weekday_1,not_workday,Clear,0.82,0.7727,0.52,0,153,168,321
record_3495,summer,2011yr,may,hour_12,holiday,weekday_1,not_workday,Clear,0.86,0.803,0.47,0.1045,179,187,366
record_3496,summer,2011yr,may,hour_13,holiday,weekday_1,not_workday,Clear,0.86,0.7879,0.44,0.0896,133,217,350
record_3497,summer,2011yr,may,hour_14,holiday,weekday_1,not_workday,Clear,0.88,0.803,0.39,0,142,185,327
record_3498,summer,2011yr,may,hour_15,holiday,weekday_1,not_workday,Clear,0.88,0.803,0.39,0.2537,132,179,311
record_3499,summer,2011yr,may,hour_16,holiday,weekday_1,not_workday,Clear,0.88,0.7879,0.37,0.2836,101,208,309
record_3500,summer,2011yr,may,hour_17,holiday,weekday_1,not_workday,Clear,0.86,0.7879,0.41,0.2239,102,202,304
record_3501,summer,2011yr,may,hour_18,holiday,weekday_1,not_workday,Clear,0.86,0.7879,0.41,0.1642,77,172,249
record_3502,summer,2011yr,may,hour_19,holiday,weekday_1,not_workday,Mist,0.52,0.5,0.48,0.1045,68,157,225
record_3503,summer,2011yr,may,hour_20,holiday,weekday_1,not_workday,Clear,0.76,0.7121,0.58,0,69,168,237
record_3504,summer,2011yr,may,hour_21,holiday,weekday_1,not_workday,Clear,0.74,0.697,0.7,0.1343,42,107,149
record_3505,summer,2011yr,may,hour_22,holiday,weekday_1,not_workday,Clear,0.72,0.697,0.74,0.1642,26,80,106
record_3506,summer,2011yr,may,hour_23,holiday,weekday_1,not_workday,Clear,0.7,0.6667,0.84,0.1045,14,34,48
record_3507,summer,2011yr,may,hour_0,no_holiday,weekday_2,workday,Clear,0.7,0.6667,0.79,0.0896,9,20,29
record_3508,summer,2011yr,may,hour_1,no_holiday,weekday_2,workday,Clear,0.68,0.6364,0.89,0.0896,8,9,17
record_3509,summer,2011yr,may,hour_2,no_holiday,weekday_2,workday,Mist,0.66,0.5909,0.94,0.1343,5,7,12
record_3510,summer,2011yr,may,hour_3,no_holiday,weekday_2,workday,Mist,0.64,0.5606,0.94,0,1,3,4
record_3511,summer,2011yr,may,hour_4,no_holiday,weekday_2,workday,Clear,0.66,0.6061,0.83,0.0896,0,3,3
record_3512,summer,2011yr,may,hour_5,no_holiday,weekday_2,workday,Clear,0.66,0.6061,0.83,0.0896,0,26,26
record_3513,summer,2011yr,may,hour_6,no_holiday,weekday_2,workday,Clear,0.68,0.6364,0.79,0.0896,11,98,109
record_3514,summer,2011yr,may,hour_7,no_holiday,weekday_2,workday,Clear,0.74,0.697,0.66,0.1045,16,219,235
